reframed_text	strategy
I feel a bit nervous before all the exams, but I am happy, this is going to end tomorrow.	neutralizing
I feel a bit nervous before all the exams, but I am happy, this is going to end tomorrow.	optimism
I hope not to wake up with a knot in my stomach or with overthinking.	neutralizing
I hope not to wake up with a knot in my stomach or with overthinking.	optimism
Today was a productive day, we discussed several issues that were pending. It was a very interactive meeting.	impermanence
I am fed up with lewis smacking me I think its time to find some better friends.	growth
Music and meditation lift my spirits up.	optimism
When I stop thinking about Ryan Day, I’ll start thinking about my studies.	impermanence
When I stop thinking about Ryan Day, I’ll start thinking about my studies.	self_affirmation
I will keep trying until I get the job I want. Perseverance will pay off!	growth
I will keep trying until I get the job I want. Perseverance will pay off!	optimism
I have a lot of work to do but that means that I have things to do with my time which makes me feel good.	optimism
The biggest football game of the years always involve Alabama!	neutralizing
The biggest football game of the years always involve Alabama!	optimism
Having so much homework is stressful but it's for a good reason.	growth
Having so much homework is stressful but it's for a good reason.	optimism
I'm the only people who are able to do the things I need.	neutralizing
I'm the only people who are able to do the things I need.	self_affirmation
Looking forward to when all the traffic at the school is gone, and I can take my dogs for a long, quiet walk.	neutralizing
I will set up a schedule and organize what needs to be done	growth
Time to get my priorities in order for January, so I can get everything done, and get to work.	growth
Last night's shift wasn't very good, but I know todays will be much better!	impermanence
I keep feeling like I'm going to break down and cry! I will look for help!	growth
I just hope people understand me and stop making jokes and keep poking at me.	optimism
I've been shopping since 2 to find an outfit for my birthday, and I've only bought a pair of false nails, but I loved them!	optimism
I understand that I feel exhausted right now, but I'm sure that everything will pass, and I will go back to feeling like myself again.	impermanence
My schedule has been packed lately, and want to chill out. However, soon this will be over, and I'll be free.	impermanence
My schedule has been packed lately, and want to chill out. However, soon this will be over, and I'll be free.	neutralizing
I am determined to pass my driving test this time since my theory test runs out the day after.  I have been eagerly waiting two months for this test ever since my last test was cancelled.	growth
I am determined to pass my driving test this time since my theory test runs out the day after.  I have been eagerly waiting two months for this test ever since my last test was cancelled.	neutralizing
I am determined to pass my driving test this time since my theory test runs out the day after.  I have been eagerly waiting two months for this test ever since my last test was cancelled.	optimism
Prioritizing all tasks on hand in the right order will help me sail smoothly through the day.	growth
